state,year,week,cases_accum
Hidalgo,2013,7,
Jalisco,2013,7,
México,2013,7,1.0
Michoacán,2013,7,8.0
Morelos,2013,7,
Nayarit,2013,7,
Nuevo León,2013,7,4.0
Oaxaca,2013,7,
Puebla,2013,7,
Querétaro,2013,7,
Quintana Roo,2013,7,
San Luis Potosí,2013,7,
Sinaloa,2013,7,4.0
Sonora,2013,7,2.0
Tabasco,2013,7,
Tamaulipas,2013,7,
Tlaxcala,2013,7,
Veracruz,2013,7,
Yucatán,2013,7,
Zacatecas,2013,7,1.0
Aguascalientes,2013,8,
Baja California,2013,8,69.0
Baja California Sur,2013,8,10.0
Campeche,2013,8,
Coahuila,2013,8,14.0
Colima,2013,8,
Chiapas,2013,8,
Chihuahua,2013,8,2.0
Distrito Federal,2013,8,
Durango,2013,8,
Guanajuato,2013,8,2.0
Guerrero,2013,8,
Hidalgo,2013,8,
Jalisco,2013,8,
México,2013,8,1.0
Michoacán,2013,8,11.0
Morelos,2013,8,
Nayarit,2013,8,
Nuevo León,2013,8,4.0
Oaxaca,2013,8,
Puebla,2013,8,
Querétaro,2013,8,
Quintana Roo,2013,8,
San Luis Potosí,2013,8,
Sinaloa,2013,8,6.0
Sonora,2013,8,2.0
Tabasco,2013,8,
Tamaulipas,2013,8,
Tlaxcala,2013,8,
Veracruz,2013,8,
Yucatán,2013,8,
Zacatecas,2013,8,1.0
Aguascalientes,2013,9,
Baja California,2013,9,93.0
Baja California Sur,2013,9,15.0
Campeche,2013,9,
Coahuila,2013,9,18.0
Colima,2013,9,
Chiapas,2013,9,
Chihuahua,2013,9,2.0
Distrito Federal,2013,9,
Durango,2013,9,
Guanajuato,2013,9,2.0
Guerrero,2013,9,
Hidalgo,2013,9,
Jalisco,2013,9,
México,2013,9,1.0
Michoacán,2013,9,11.0
Morelos,2013,9,
Nayarit,2013,9,
Nuevo León,2013,9,6.0
Oaxaca,2013,9,
Puebla,2013,9,
Querétaro,2013,9,
Quintana Roo,2013,9,
San Luis Potosí,2013,9,
Sinaloa,2013,9,7.0
Sonora,2013,9,3.0
Tabasco,2013,9,
Tamaulipas,2013,9,
Tlaxcala,2013,9,
Veracruz,2013,9,
Yucatán,2013,9,
Zacatecas,2013,9,1.0
Aguascalientes,2013,10,
Baja California,2013,10,120.0
Baja California Sur,2013,10,15.0
Campeche,2013,10,
Coahuila,2013,10,26.0
Colima,2013,10,
Chiapas,2013,10,
Chihuahua,2013,10,2.0
Distrito Federal,2013,10,
Durango,2013,10,
Guanajuato,2013,10,2.0
Guerrero,2013,10,
Hidalgo,2013,10,
Jalisco,2013,10,
México,2013,10,1.0
Michoacán,2013,10,12.0
Morelos,2013,10,
Nayarit,2013,10,
Nuevo León,2013,10,7.0
Oaxaca,2013,10,
Puebla,2013,10,
Querétaro,2013,10,
Quintana Roo,2013,10,
San Luis Potosí,2013,10,
Sinaloa,2013,10,7.0
Sonora,2013,10,4.0
Tabasco,2013,10,
Tamaulipas,2013,10,
Tlaxcala,2013,10,
Veracruz,2013,10,
Yucatán,2013,10,
Zacatecas,2013,10,1.0
Aguascalientes,2013,11,
Baja California,2013,11,142.0
Baja California Sur,2013,11,16.0
Campeche,2013,11,
Coahuila,2013,11,46.0
Colima,2013,11,
Chiapas,2013,11,
Chihuahua,2013,11,2.0
Distrito Federal,2013,11,
Durango,2013,11,
Guanajuato,2013,11,2.0
Guerrero,2013,11,3.0
Hidalgo,2013,11,
Jalisco,2013,11,
México,2013,11,1.0
Michoacán,2013,11,25.0
Morelos,2013,11,3.0
Nayarit,2013,11,
Nuevo León,2013,11,6.0
Oaxaca,2013,11,
Puebla,2013,11,
Querétaro,2013,11,
Quintana Roo,2013,11,
San Luis Potosí,2013,11,
Sinaloa,2013,11,8.0
Sonora,2013,11,21.0
Tabasco,2013,11,
Tamaulipas,2013,11,
Tlaxcala,2013,11,
Veracruz,2013,11,
Yucatán,2013,11,
Zacatecas,2013,11,1.0
Aguascalientes,2013,12,
Baja California,2013,12,160.0
Baja California Sur,2013,12,21.0
Campeche,2013,12,1.0
Coahuila,2013,12,54.0
Colima,2013,12,
Chiapas,2013,12,
Chihuahua,2013,12,2.0
Distrito Federal,2013,12,
Durango,2013,12,
Guanajuato,2013,12,2.0
Guerrero,2013,12,3.0
Hidalgo,2013,12,
Jalisco,2013,12,1.0
México,2013,12,1.0
Michoacán,2013,12,25.0
Morelos,2013,12,3.0
Nayarit,2013,12,
Nuevo León,2013,12,7.0
Oaxaca,2013,12,
Puebla,2013,12,
Querétaro,2013,12,
Quintana Roo,2013,12,
San Luis Potosí,2013,12,
Sinaloa,2013,12,9.0
Sonora,2013,12,23.0
Tabasco,2013,12,
Tamaulipas,2013,12,
Tlaxcala,2013,12,
Veracruz,2013,12,
Yucatán,2013,12,
Zacatecas,2013,12,1.0
Aguascalientes,2013,13,
Baja California,2013,13,184.0
Baja California Sur,2013,13,26.0
Campeche,2013,13,1.0
Coahuila,2013,13,67.0
Colima,2013,13,
Chiapas,2013,13,
Chihuahua,2013,13,2.0
Distrito Federal,2013,13,
Durango,2013,13,
Guanajuato,2013,13,2.0
Guerrero,2013,13,3.0
Hidalgo,2013,13,
Jalisco,2013,13,1.0
México,2013,13,1.0
Michoacán,2013,13,26.0
Morelos,2013,13,3.0
Nayarit,2013,13,
Nuevo León,2013,13,8.0
Oaxaca,2013,13,
Puebla,2013,13,
Querétaro,2013,13,
Quintana Roo,2013,13,
San Luis Potosí,2013,13,
Sinaloa,2013,13,9.0
Sonora,2013,13,24.0
Tabasco,2013,13,
Tamaulipas,2013,13,
Tlaxcala,2013,13,
Veracruz,2013,13,
Yucatán,2013,13,
Zacatecas,2013,13,1.0
Aguascalientes,2013,14,
Baja California,2013,14,192.0
Baja California Sur,2013,14,26.0
Campeche,2013,14,1.0
Coahuila,2013,14,74.0
Colima,2013,14,
Chiapas,2013,14,
Chihuahua,2013,14,2.0
Distrito Federal,2013,14,
Durango,2013,14,
Guanajuato,2013,14,2.0
Guerrero,2013,14,4.0
Hidalgo,2013,14,
Jalisco,2013,14,1.0
México,2013,14,1.0
Michoacán,2013,14,26.0
Morelos,2013,14,3.0
Nayarit,2013,14,
Nuevo León,2013,14,8.0
Oaxaca,2013,14,
Puebla,2013,14,
Querétaro,2013,14,
Quintana Roo,2013,14,
San Luis Potosí,2013,14,
Sinaloa,2013,14,10.0
Sonora,2013,14,24.0
Tabasco,2013,14,
Tamaulipas,2013,14,
Tlaxcala,2013,14,
Veracruz,2013,14,
Yucatán,2013,14,
Zacatecas,2013,14,1.0
Aguascalientes,2013,15,
Baja California,2013,15,209.0
Baja California Sur,2013,15,27.0
Campeche,2013,15,1.0
Coahuila,2013,15,84.0
Colima,2013,15,
Chiapas,2013,15,
Chihuahua,2013,15,2.0
Distrito Federal,2013,15,
Durango,2013,15,
Guanajuato,2013,15,2.0
Guerrero,2013,15,4.0
Hidalgo,2013,15,
Jalisco,2013,15,1.0
México,2013,15,1.0
Michoacán,2013,15,30.0
Morelos,2013,15,3.0
Nayarit,2013,15,
Nuevo León,2013,15,8.0
Oaxaca,2013,15,
Puebla,2013,15,
Querétaro,2013,15,
Quintana Roo,2013,15,
San Luis Potosí,2013,15,
Sinaloa,2013,15,10.0
Sonora,2013,15,28.0
Tabasco,2013,15,
Tamaulipas,2013,15,
Tlaxcala,2013,15,
Veracruz,2013,15,
Yucatán,2013,15,
Zacatecas,2013,15,1.0
Aguascalientes,2013,16,
Baja California,2013,16,220.0
Baja California Sur,2013,16,29.0
Campeche,2013,16,1.0
Coahuila,2013,16,95.0
Colima,2013,16,
Chiapas,2013,16,
Chihuahua,2013,16,2.0
Distrito Federal,2013,16,
Durango,2013,16,
Guanajuato,2013,16,2.0
Guerrero,2013,16,4.0
Hidalgo,2013,16,
Jalisco,2013,16,1.0
México,2013,16,1.0
Michoacán,2013,16,30.0
Morelos,2013,16,3.0
Nayarit,2013,16,
Nuevo León,2013,16,8.0
Oaxaca,2013,16,
Puebla,2013,16,
Querétaro,2013,16,
Quintana Roo,2013,16,
San Luis Potosí,2013,16,
Sinaloa,2013,16,10.0
Sonora,2013,16,30.0
Tabasco,2013,16,
Tamaulipas,2013,16,
Tlaxcala,2013,16,
Veracruz,2013,16,
Yucatán,2013,16,
Zacatecas,2013,16,1.0
Aguascalientes,2013,17,
Baja California,2013,17,229.0
Baja California Sur,2013,17,30.0
Campeche,2013,17,1.0
Coahuila,2013,17,107.0
Colima,2013,17,
Chiapas,2013,17,
Chihuahua,2013,17,2.0
Distrito Federal,2013,17,
Durango,2013,17,
Guanajuato,2013,17,2.0
Guerrero,2013,17,5.0
Hidalgo,2013,17,
Jalisco,2013,17,1.0
México,2013,17,1.0
Michoacán,2013,17,35.0
Morelos,2013,17,3.0
Nayarit,2013,17,
Nuevo León,2013,17,10.0
Oaxaca,2013,17,
Puebla,2013,17,
Querétaro,2013,17,
Quintana Roo,2013,17,
San Luis Potosí,2013,17,
Sinaloa,2013,17,10.0
Sonora,2013,17,31.0
Tabasco,2013,17,
Tamaulipas,2013,17,
Tlaxcala,2013,17,
Veracruz,2013,17,
Yucatán,2013,17,
Zacatecas,2013,17,1.0
Aguascalientes,2013,18,
Baja California,2013,18,238.0
Baja California Sur,2013,18,31.0
Campeche,2013,18,1.0
Coahuila,2013,18,112.0
Colima,2013,18,
Chiapas,2013,18,
Chihuahua,2013,18,2.0
Distrito Federal,2013,18,
Durango,2013,18,
Guanajuato,2013,18,2.0
Guerrero,2013,18,5.0
Hidalgo,2013,18,
Jalisco,2013,18,1.0
México,2013,18,1.0
Michoacán,2013,18,35.0
Morelos,2013,18,3.0
Nayarit,2013,18,
Nuevo León,2013,18,10.0
Oaxaca,2013,18,
Puebla,2013,18,
Querétaro,2013,18,
Quintana Roo,2013,18,
San Luis Potosí,2013,18,
Sinaloa,2013,18,10.0
Sonora,2013,18,31.0
Tabasco,2013,18,
Tamaulipas,2013,18,
Tlaxcala,2013,18,
Veracruz,2013,18,
Yucatán,2013,18,
Zacatecas,2013,18,1.0
Aguascalientes,2013,19,
Baja California,2013,19,243.0
Baja California Sur,2013,19,32.0
Campeche,2013,19,2.0
Coahuila,2013,19,118.0
Colima,2013,19,
Chiapas,2013,19,
Chihuahua,2013,19,2.0
Distrito Federal,2013,19,
Durango,2013,19,
Guanajuato,2013,19,3.0
Guerrero,2013,19,5.0
Hidalgo,2013,19,
Jalisco,2013,19,1.0
México,2013,19,1.0
Michoacán,2013,19,37.0
Morelos,2013,19,3.0
Nayarit,2013,19,
Nuevo León,2013,19,10.0
Oaxaca,2013,19,
Puebla,2013,19,
Querétaro,2013,19,
Quintana Roo,2013,19,
San Luis Potosí,2013,19,
Sinaloa,2013,19,10.0
Sonora,2013,19,31.0
Tabasco,2013,19,
Tamaulipas,2013,19,
Tlaxcala,2013,19,
Veracruz,2013,19,
Yucatán,2013,19,
Zacatecas,2013,19,1.0
Aguascalientes,2013,20,
Baja California,2013,20,254.0
Baja California Sur,2013,20,32.0
Campeche,2013,20,2.0
Coahuila,2013,20,123.0
Colima,2013,20,
Chiapas,2013,20,
Chihuahua,2013,20,2.0
Distrito Federal,2013,20,
Durango,2013,20,
Guanajuato,2013,20,3.0
Guerrero,2013,20,5.0
Hidalgo,2013,20,
Jalisco,2013,20,1.0
México,2013,20,1.0
Michoacán,2013,20,37.0
Morelos,2013,20,3.0
Nayarit,2013,20,
Nuevo León,2013,20,10.0
Oaxaca,2013,20,
Puebla,2013,20,
Querétaro,2013,20,
Quintana Roo,2013,20,
San Luis Potosí,2013,20,
Sinaloa,2013,20,10.0
Sonora,2013,20,31.0
Tabasco,2013,20,
Tamaulipas,2013,20,
Tlaxcala,2013,20,
Veracruz,2013,20,
Yucatán,2013,20,
Zacatecas,2013,20,1.0
Aguascalientes,2013,21,
Baja California,2013,21,273.0
Baja California Sur,2013,21,32.0
Campeche,2013,21,2.0
Coahuila,2013,21,127.0
Colima,2013,21,
Chiapas,2013,21,
Chihuahua,2013,21,2.0
Distrito Federal,2013,21,
Durango,2013,21,
Guanajuato,2013,21,3.0
Guerrero,2013,21,5.0
Hidalgo,2013,21,
Jalisco,2013,21,1.0
México,2013,21,1.0
Michoacán,2013,21,37.0
Morelos,2013,21,3.0
Nayarit,2013,21,
Nuevo León,2013,21,10.0
Oaxaca,2013,21,
Puebla,2013,21,
Querétaro,2013,21,
Quintana Roo,2013,21,
San Luis Potosí,2013,21,
Sinaloa,2013,21,10.0
Sonora,2013,21,31.0
Tabasco,2013,21,
Tamaulipas,2013,21,
Tlaxcala,2013,21,
Veracruz,2013,21,
Yucatán,2013,21,
Zacatecas,2013,21,1.0
Aguascalientes,2013,22,
Baja California,2013,22,290.0
Baja California Sur,2013,22,32.0
Campeche,2013,22,2.0
Coahuila,2013,22,132.0
Colima,2013,22,
Chiapas,2013,22,
Chihuahua,2013,22,2.0
Distrito Federal,2013,22,
Durango,2013,22,
Guanajuato,2013,22,3.0
Guerrero,2013,22,5.0
Hidalgo,2013,22,
Jalisco,2013,22,1.0
México,2013,22,1.0
Michoacán,2013,22,37.0
Morelos,2013,22,3.0
Nayarit,2013,22,
Nuevo León,2013,22,11.0
Oaxaca,2013,22,
Puebla,2013,22,
Querétaro,2013,22,
Quintana Roo,2013,22,
San Luis Potosí,2013,22,
Sinaloa,2013,22,10.0
Sonora,2013,22,34.0
Tabasco,2013,22,
Tamaulipas,2013,22,
Tlaxcala,2013,22,
Veracruz,2013,22,
Yucatán,2013,22,
Zacatecas,2013,22,1.0
Aguascalientes,2013,23,
Baja California,2013,23,309.0
Baja California Sur,2013,23,34.0
Campeche,2013,23,2.0
Coahuila,2013,23,135.0
Colima,2013,23,
Chiapas,2013,23,
Chihuahua,2013,23,2.0
Distrito Federal,2013,23,
Durango,2013,23,
Guanajuato,2013,23,4.0
Guerrero,2013,23,5.0
Hidalgo,2013,23,
Jalisco,2013,23,1.0
México,2013,23,1.0
Michoacán,2013,23,41.0
Morelos,2013,23,3.0
Nayarit,2013,23,
Nuevo León,2013,23,12.0
Oaxaca,2013,23,
Puebla,2013,23,
Querétaro,2013,23,
Quintana Roo,2013,23,
San Luis Potosí,2013,23,
Sinaloa,2013,23,10.0
Sonora,2013,23,35.0
Tabasco,2013,23,
Tamaulipas,2013,23,
Tlaxcala,2013,23,
Veracruz,2013,23,
Yucatán,2013,23,
Zacatecas,2013,23,1.0
Aguascalientes,2013,24,
Baja California,2013,24,321.0
Baja California Sur,2013,24,35.0
Campeche,2013,24,2.0
Coahuila,2013,24,136.0
Colima,2013,24,
Chiapas,2013,24,
Chihuahua,2013,24,2.0
Distrito Federal,2013,24,
Durango,2013,24,
Guanajuato,2013,24,4.0
Guerrero,2013,24,5.0
Hidalgo,2013,24,
Jalisco,2013,24,1.0
México,2013,24,1.0
Michoacán,2013,24,46.0
Morelos,2013,24,3.0
Nayarit,2013,24,
Nuevo León,2013,24,12.0
Oaxaca,2013,24,
Puebla,2013,24,
Querétaro,2013,24,
Quintana Roo,2013,24,
San Luis Potosí,2013,24,
Sinaloa,2013,24,10.0
Sonora,2013,24,37.0
Tabasco,2013,24,
Tamaulipas,2013,24,
Tlaxcala,2013,24,
Veracruz,2013,24,
Yucatán,2013,24,
Zacatecas,2013,24,
Aguascalientes,2013,25,
Baja California,2013,25,332.0
Baja California Sur,2013,25,37.0
Campeche,2013,25,2.0
Coahuila,2013,25,136.0
Colima,2013,25,
Chiapas,2013,25,
Chihuahua,2013,25,2.0
Distrito Federal,2013,25,
Durango,2013,25,
Guanajuato,2013,25,4.0
Guerrero,2013,25,5.0
Hidalgo,2013,25,
Jalisco,2013,25,1.0
México,2013,25,1.0
Michoacán,2013,25,47.0
Morelos,2013,25,3.0
Nayarit,2013,25,
Nuevo León,2013,25,12.0
Oaxaca,2013,25,
Puebla,2013,25,
Querétaro,2013,25,
Quintana Roo,2013,25,
San Luis Potosí,2013,25,
Sinaloa,2013,25,10.0
Sonora,2013,25,39.0
Tabasco,2013,25,
Tamaulipas,2013,25,
Tlaxcala,2013,25,
Veracruz,2013,25,
Yucatán,2013,25,
Zacatecas,2013,25,1.0
Aguascalientes,2013,26,
Baja California,2013,26,338.0
Baja California Sur,2013,26,37.0
Campeche,2013,26,2.0
Coahuila,2013,26,137.0
Colima,2013,26,
Chiapas,2013,26,
Chihuahua,2013,26,2.0
Distrito Federal,2013,26,
Durango,2013,26,
Guanajuato,2013,26,4.0
Guerrero,2013,26,5.0
Hidalgo,2013,26,
Jalisco,2013,26,1.0
México,2013,26,1.0
Michoacán,2013,26,47.0
Morelos,2013,26,3.0
Nayarit,2013,26,
Nuevo León,2013,26,12.0
Oaxaca,2013,26,
Puebla,2013,26,
Querétaro,2013,26,
Quintana Roo,2013,26,
San Luis Potosí,2013,26,
Sinaloa,2013,26,10.0
Sonora,2013,26,41.0
Tabasco,2013,26,
Tamaulipas,2013,26,
Tlaxcala,2013,26,
Veracruz,2013,26,
Yucatán,2013,26,
Zacatecas,2013,26,1.0
Aguascalientes,2013,27,
Baja California,2013,27,349.0
Baja California Sur,2013,27,37.0
Campeche,2013,27,2.0
Coahuila,2013,27,146.0
Colima,2013,27,
Chiapas,2013,27,
Chihuahua,2013,27,2.0
Distrito Federal,2013,27,
Durango,2013,27,
Guanajuato,2013,27,4.0
Guerrero,2013,27,5.0
Hidalgo,2013,27,
Jalisco,2013,27,1.0
México,2013,27,1.0
Michoacán,2013,27,48.0
Morelos,2013,27,3.0
Nayarit,2013,27,
Nuevo León,2013,27,12.0
Oaxaca,2013,27,
Puebla,2013,27,
Querétaro,2013,27,
Quintana Roo,2013,27,
San Luis Potosí,2013,27,
Sinaloa,2013,27,10.0
Sonora,2013,27,41.0
Tabasco,2013,27,
Tamaulipas,2013,27,
Tlaxcala,2013,27,
Veracruz,2013,27,
Yucatán,2013,27,
Zacatecas,2013,27,1.0
Aguascalientes,2013,28,
Baja California,2013,28,357.0
Baja California Sur,2013,28,37.0
Campeche,2013,28,2.0
Coahuila,2013,28,147.0
Colima,2013,28,
Chiapas,2013,28,
Chihuahua,2013,28,2.0
Distrito Federal,2013,28,
Durango,2013,28,
Guanajuato,2013,28,4.0
Guerrero,2013,28,5.0
Hidalgo,2013,28,
Jalisco,2013,28,1.0
México,2013,28,1.0
Michoacán,2013,28,53.0
Morelos,2013,28,3.0
Nayarit,2013,28,
Nuevo León,2013,28,12.0
Oaxaca,2013,28,
Puebla,2013,28,
Querétaro,2013,28,
Quintana Roo,2013,28,
San Luis Potosí,2013,28,
Sinaloa,2013,28,10.0
Sonora,2013,28,41.0
Tabasco,2013,28,
Tamaulipas,2013,28,
Tlaxcala,2013,28,
Veracruz,2013,28,
Yucatán,2013,28,
Zacatecas,2013,28,1.0
Aguascalientes,2013,29,
Baja California,2013,29,359.0
Baja California Sur,2013,29,37.0
Campeche,2013,29,2.0
Coahuila,2013,29,151.0
Colima,2013,29,
Chiapas,2013,29,
Chihuahua,2013,29,2.0
Distrito Federal,2013,29,
Durango,2013,29,
Guanajuato,2013,29,4.0
Guerrero,2013,29,5.0
Hidalgo,2013,29,
Jalisco,2013,29,1.0
México,2013,29,1.0
Michoacán,2013,29,55.0
Morelos,2013,29,3.0
Nayarit,2013,29,
Nuevo León,2013,29,12.0
Oaxaca,2013,29,
Puebla,2013,29,
Querétaro,2013,29,
Quintana Roo,2013,29,
San Luis Potosí,2013,29,
Sinaloa,2013,29,10.0
Sonora,2013,29,45.0
Tabasco,2013,29,
Tamaulipas,2013,29,
Tlaxcala,2013,29,
Veracruz,2013,29,
Yucatán,2013,29,
Zacatecas,2013,29,1.0
Aguascalientes,2013,30,
Baja California,2013,30,370.0
Baja California Sur,2013,30,37.0
Campeche,2013,30,2.0
Coahuila,2013,30,151.0
Colima,2013,30,
Chiapas,2013,30,
Chihuahua,2013,30,2.0
Distrito Federal,2013,30,
Durango,2013,30,
Guanajuato,2013,30,4.0
Guerrero,2013,30,5.0
Hidalgo,2013,30,
Jalisco,2013,30,1.0
México,2013,30,1.0
Michoacán,2013,30,55.0
Morelos,2013,30,3.0
Nayarit,2013,30,
Nuevo León,2013,30,12.0
Oaxaca,2013,30,
Puebla,2013,30,
Querétaro,2013,30,
Quintana Roo,2013,30,
San Luis Potosí,2013,30,
Sinaloa,2013,30,10.0
Sonora,2013,30,49.0
Tabasco,2013,30,
Tamaulipas,2013,30,
Tlaxcala,2013,30,
Veracruz,2013,30,
Yucatán,2013,30,
Zacatecas,2013,30,1.0
Aguascalientes,2013,31,
Baja California,2013,31,377.0
Baja California Sur,2013,31,38.0
Campeche,2013,31,2.0
Coahuila,2013,31,154.0
Colima,2013,31,
Chiapas,2013,31,
Chihuahua,2013,31,2.0
Distrito Federal,2013,31,
Durango,2013,31,
Guanajuato,2013,31,4.0
Guerrero,2013,31,5.0
Hidalgo,2013,31,
Jalisco,2013,31,1.0
México,2013,31,1.0
Michoacán,2013,31,55.0
Morelos,2013,31,3.0
Nayarit,2013,31,
Nuevo León,2013,31,12.0
Oaxaca,2013,31,
Puebla,2013,31,
Querétaro,2013,31,
Quintana Roo,2013,31,
San Luis Potosí,2013,31,
Sinaloa,2013,31,10.0
Sonora,2013,31,50.0
Tabasco,2013,31,
Tamaulipas,2013,31,
Tlaxcala,2013,31,
Veracruz,2013,31,
Yucatán,2013,31,
Zacatecas,2013,31,1.0
Aguascalientes,2013,32,
Baja California,2013,32,388.0
Baja California Sur,2013,32,38.0
Campeche,2013,32,2.0
Coahuila,2013,32,159.0
Colima,2013,32,
Chiapas,2013,32,
Chihuahua,2013,32,2.0
Distrito Federal,2013,32,
Durango,2013,32,
Guanajuato,2013,32,4.0
Guerrero,2013,32,5.0
Hidalgo,2013,32,
Jalisco,2013,32,1.0
México,2013,32,1.0
Michoacán,2013,32,55.0
Morelos,2013,32,3.0
Nayarit,2013,32,
Nuevo León,2013,32,14.0
Oaxaca,2013,32,
Puebla,2013,32,
Querétaro,2013,32,
Quintana Roo,2013,32,
San Luis Potosí,2013,32,
Sinaloa,2013,32,12.0
Sonora,2013,32,53.0
Tabasco,2013,32,
Tamaulipas,2013,32,
Tlaxcala,2013,32,
Veracruz,2013,32,
Yucatán,2013,32,
Zacatecas,2013,32,1.0
Aguascalientes,2013,33,
Baja California,2013,33,406.0
Baja California Sur,2013,33,39.0
Campeche,2013,33,2.0
Coahuila,2013,33,160.0
Colima,2013,33,
Chiapas,2013,33,
Chihuahua,2013,33,2.0
Distrito Federal,2013,33,
Durango,2013,33,
Guanajuato,2013,33,4.0
Guerrero,2013,33,5.0
Hidalgo,2013,33,
Jalisco,2013,33,1.0
México,2013,33,1.0
Michoacán,2013,33,55.0
Morelos,2013,33,3.0
Nayarit,2013,33,
Nuevo León,2013,33,15.0
Oaxaca,2013,33,
Puebla,2013,33,
Querétaro,2013,33,
Quintana Roo,2013,33,
San Luis Potosí,2013,33,
Sinaloa,2013,33,13.0
Sonora,2013,33,55.0
Tabasco,2013,33,
Tamaulipas,2013,33,
Tlaxcala,2013,33,
Veracruz,2013,33,
Yucatán,2013,33,
Zacatecas,2013,33,1.0
Aguascalientes,2013,34,
Baja California,2013,34,420.0
Baja California Sur,2013,34,40.0
Campeche,2013,34,2.0
Coahuila,2013,34,162.0
Colima,2013,34,
Chiapas,2013,34,
Chihuahua,2013,34,2.0
Distrito Federal,2013,34,
Durango,2013,34,
